meanImp	medianImp	minImp	maxImp	normHits	decision	Variable
2.18117588300125	2.20745278306049	-1.09561110005708	6.51724000789428	0.131313131313131	Rejected	school
1.34542154852289	1.59779912170734	-0.204736383320533	2.78603532212729	0	Rejected	sex
3.08126324733577	3.03237879922149	-1.34652192442316	7.71330976906512	0.484848484848485	Tentative	age
0.82437023747879	0.937759312997345	-0.76434955545918	3.03556568245465	0	Rejected	address
-0.324010585065556	-0.186831334908793	-1.87086061618558	1.04670447244084	0	Rejected	famsize
-0.763156390525573	-1.12328857857817	-2.56567090234441	1.0407911124463	0	Rejected	Pstatus
1.07683623166629	1.04370982808833	-0.813954564645698	2.97203473521805	0	Rejected	Medu
0.484143757717797	0.285809473220062	-0.729359246401461	2.47090887192264	0	Rejected	Fedu
0.262500739015841	0.0774892182256318	-0.51110619420448	1.94089622407515	0	Rejected	Mjob
0.457617954263199	0.400356136774698	-1.63832025719956	1.92403287865273	0	Rejected	Fjob
0.801465835705269	0.905495761498754	-0.760671564484443	2.89037147547267	0	Rejected	reason
5.29022247537432	5.44153677999497	0.463410762276552	10.5622901473088	0.828282828282828	Confirmed	guardian
-0.446538889794667	-0.540309903248147	-1.89642010638081	1.8723533960645	0	Rejected	traveltime
0.515012590381893	0.42433060030862	-0.855871558978179	1.73316396645357	0	Rejected	studytime
26.3893862319855	27.5565904471821	15.9207702118167	31.7178451220575	1	Confirmed	failures
7.88666949757369	7.91798877432283	3.07248073265045	14.5021714976828	0.95959595959596	Confirmed	schoolsup
-0.253153128611027	-0.256021442955625	-1.7808131038948	1.67337974099023	0	Rejected	famsup
0.491080149302538	0.0576629457290291	-0.5875731619251	2.07921517956339	0	Rejected	paid
-0.0780122696924532	-0.0977649692162946	-1.97738580665155	1.69878100414294	0	Rejected	activities
-0.53888173191986	-0.464350823216037	-2.42647494909409	1.00300765432135	0	Rejected	nursery
4.80867914945003	4.74083048152783	1.87621652260124	8.53817589478395	0.818181818181818	Confirmed	higher
-0.315167459216374	-0.0983107549711134	-1.88690165352588	1.00771517742411	0	Rejected	internet
0.808339038299868	1.08099214485917	-1.37930371572277	2.34596460560762	0	Rejected	romantic
0.681414698004935	0.544248491453077	-0.881211342263421	3.34261390153238	0	Rejected	famrel
-0.0473795745472485	0.252582322879096	-2.1406119279664	1.8792810889875	0	Rejected	freetime
6.71667377310245	6.69413150546848	1.38753687176864	11.5793422443297	0.939393939393939	Confirmed	goout
0.615356963769069	0.781799034756606	-1.61049796404803	2.30520976386188	0	Rejected	Dalc
0.45928528531318	0.129445722667031	-1.24063347455477	2.12617661350737	0	Rejected	Walc
-0.0626774668913565	0.0924775823523627	-2.2248011239092	1.23953577788379	0	Rejected	health
10.0814625889641	10.1811236769088	4.47964993423088	15.196016048736	0.98989898989899	Confirmed	absences
